pid,duration,fps,width,height,aspect_ratio,total_frames
POST00005469,6.4,30.0,576,1024,0.5625,192
POST00005951,46.54654654654655,23.976,576,1026,0.5614035087719298,1116
POST00004591,44.74474474474475,29.455973154362415,576,1024,0.5625,1318
POST00004345,24.033333333333335,30.0,576,1024,0.5625,721
POST00004252,51.166666666666664,30.0,576,1024,0.5625,1535
POST00004092,25.633333333333333,30.0,576,1024,0.5625,769
POST00004725,74.9,29.94659546061415,576,1024,0.5625,2243
POST00004403,10.6,59.24528301886792,576,1024,0.5625,628
POST00004644,60.53333333333333,30.0,576,1024,0.5625,1816
POST00004555,114.66666666666667,29.973837209302324,576,1024,0.5625,3437
POST00005165,6.233333333333333,30.0,576,1024,0.5625,187
POST00005468,21.733333333333334,30.0,576,1024,0.5625,652
POST00005709,88.66666666666667,30.0,576,1024,0.5625,2660
POST00005461,589.8333333333334,30.0,576,1024,0.5625,17695
POST00005455,9.676343009676343,29.97,576,1024,0.5625,290
POST00005516,54.708333333333336,24.0,576,1024,0.5625,1313
POST00004079,32.333333333333336,30.0,576,1024,0.5625,970
POST00005862,185.56666666666666,30.0,576,1024,0.5625,5567
POST00005605,78.93333333333334,30.0,576,1024,0.5625,2368
POST00004258,13.266666666666667,30.0,576,1024,0.5625,398
POST00004617,64.66666666666667,30.0,576,1024,0.5625,1940
POST00004091,11.266666666666667,30.0,470,638,0.7366771159874608,338
POST00005966,85.61895228561896,29.97,576,1024,0.5625,2566
POST00005974,88.56666666666666,30.0,576,1024,0.5625,2657
POST00004396,232.7660994327661,29.97,576,1024,0.5625,6976
POST00005208,34.46666666666667,29.7678916827853,576,1024,0.5625,1026
POST00005928,27.666666666666664,29.096385542168676,576,1024,0.5625,805
POST00004569,24.9,30.0,576,1024,0.5625,747
POST00004662,9.966666666666667,30.0,576,1024,0.5625,299
POST00005220,42.233333333333334,30.0,576,1024,0.5625,1267
POST00005209,17.0,29.0,576,1024,0.5625,493
POST00005233,124.8,30.0,576,1024,0.5625,3744
POST00005603,46.766666666666666,30.0,576,1024,0.5625,1403
POST00004599,20.366666666666667,30.0,576,1024,0.5625,611
POST00005661,174.50784117450786,23.976,576,1024,0.5625,4184
POST00004368,13.1,30.0,576,1024,0.5625,393
POST00005339,119.06666666666666,30.0,576,1024,0.5625,3572
POST00005067,48.666666666666664,30.0,576,1024,0.5625,1460
POST00004871,204.04,25.0,576,1024,0.5625,5101
POST00004627,10.7,30.0,576,1024,0.5625,321
POST00005810,11.266666666666667,30.0,576,1026,0.5614035087719298,338
POST00004170,45.2,30.0,576,1024,0.5625,1356
POST00005264,44.03333333333333,30.0,576,1014,0.5680473372781065,1321
POST00005137,41.37470804137471,23.976,576,1024,0.5625,992
POST00005103,15.066666666666666,30.0,576,1024,0.5625,452
POST00005813,37.333333333333336,30.0,576,1024,0.5625,1120
POST00004955,8.891265835478157,29.917,576,1024,0.5625,266
POST00005332,15.0,30.0,576,1024,0.5625,450
POST00005372,5.786652753403216,21.083,576,1024,0.5625,122
POST00004798,36.53333333333333,30.0,576,1024,0.5625,1096
POST00004354,31.033333333333335,30.0,576,1024,0.5625,931
POST00005691,57.86666666666667,30.0,576,1024,0.5625,1736
POST00004234,213.07974641307976,29.97,576,1024,0.5625,6386
POST00004946,12.233333333333333,30.0,576,1074,0.5363128491620112,367
POST00004616,7.033333333333333,30.0,576,1024,0.5625,211
POST00004423,60.833333333333336,30.0,1024,576,1.7777777777777777,1825
POST00004754,60.833333333333336,30.0,720,1280,0.5625,1825
POST00005700,19.3,30.0,576,1024,0.5625,579
POST00004706,68.83333333333333,30.0,576,1024,0.5625,2065
POST00004067,86.96666666666667,30.0,576,1024,0.5625,2609
POST00005617,31.333333333333332,30.0,576,1024,0.5625,940
POST00004691,14.5,30.0,576,1024,0.5625,435
POST00004739,6.766666666666667,30.0,576,1024,0.5625,203
POST00005430,27.833333333333332,30.0,576,1024,0.5625,835
POST00004140,65.36666666666666,30.0,576,1024,0.5625,1961
POST00004413,19.5,30.0,576,1024,0.5625,585
POST00004521,18.833333333333332,30.0,576,1024,0.5625,565
POST00005986,60.06666666666667,30.0,576,1024,0.5625,1802
POST00005701,90.86666666666666,30.0,576,1024,0.5625,2726
POST00005491,117.06666666666666,30.0,576,1024,0.5625,3512
POST00004183,36.63333333333333,30.0,576,1024,0.5625,1099
POST00005243,9.733333333333334,29.794520547945204,576,1024,0.5625,290
POST00005217,202.8,30.0,576,1024,0.5625,6084
POST00004935,63.8304971638305,29.938667015159435,576,1024,0.5625,1911
POST00004504,60.13333333333333,30.0,576,1024,0.5625,1804
POST00004787,33.233333333333334,30.0,576,1024,0.5625,997
POST00004096,58.75875875875876,29.97,576,1024,0.5625,1761
POST00004939,24.266666666666666,27.60989010989011,576,1024,0.5625,670
POST00004823,61.03333333333333,30.0,576,1024,0.5625,1831
POST00004261,15.0,30.0,576,1024,0.5625,450
POST00004355,6.406406406406407,29.97,576,1024,0.5625,192
POST00004576,126.66666666666667,30.0,576,1024,0.5625,3800
POST00005645,8.033333333333333,30.0,576,1024,0.5625,241
POST00004825,27.9,30.0,576,1024,0.5625,837
POST00004249,120.63333333333334,29.80105001381597,576,1024,0.5625,3595
POST00004254,9.7,30.0,576,1024,0.5625,291
POST00004777,15.033333333333333,30.0,576,1024,0.5625,451
POST00004636,12.633333333333333,30.0,576,1024,0.5625,379
POST00004149,247.63333333333333,30.0,576,1024,0.5625,7429
POST00004899,37.9,30.0,576,1024,0.5625,1137
POST00004397,58.8,30.0,576,1024,0.5625,1764
POST00004235,40.86666666666667,30.0,576,1024,0.5625,1226
POST00005213,36.833333333333336,30.0,576,1024,0.5625,1105
POST00005258,26.7,28.127340823970037,576,1024,0.5625,751
POST00005723,85.43333333333334,30.0,576,1024,0.5625,2563
POST00005377,60.35,60.0,576,576,1.0,3621
POST00005967,46.666666666666664,30.0,576,1016,0.5669291338582677,1400
POST00004788,30.566666666666666,30.0,576,1024,0.5625,917
POST00005985,45.53333333333333,30.0,576,1024,0.5625,1366
POST00005136,15.066666666666666,30.0,576,1024,0.5625,452
POST00004904,23.566666666666666,30.0,576,1024,0.5625,707
POST00005496,76.3,30.0,576,1024,0.5625,2289
POST00005116,81.96666666666667,30.0,576,1024,0.5625,2459
POST00005662,7.566666666666666,30.0,576,1024,0.5625,227
POST00004893,15.266666666666667,30.0,576,1024,0.5625,458
POST00004764,18.4,30.0,576,1024,0.5625,552
POST00004024,104.4,30.0,576,1024,0.5625,3132
POST00004242,57.5,29.930434782608696,576,1024,0.5625,1721
POST00005354,34.9,30.0,576,1024,0.5625,1047
POST00004460,16.566666666666666,29.154929577464788,576,1024,0.5625,483
POST00005950,35.166666666666664,28.919431279620852,576,1024,0.5625,1017
POST00004677,95.63333333333334,30.0,576,932,0.6180257510729614,2869
POST00005929,59.0256923590257,29.953058224985867,576,1024,0.5625,1768
POST00005514,56.8,30.0,540,964,0.5601659751037344,1704
POST00005271,42.9,30.0,576,1024,0.5625,1287
POST00005050,11.7,30.0,576,1024,0.5625,351
POST00004865,86.8,30.0,576,1024,0.5625,2604
POST00005159,7.958333333333333,23.49738219895288,576,1016,0.5669291338582677,187
POST00005634,9.5,30.0,576,1024,0.5625,285
POST00004156,16.466666666666665,30.0,576,1024,0.5625,494
POST00005202,99.83333333333333,30.0,576,1024,0.5625,2995
POST00004273,28.683333333333334,28.866937826844858,576,1024,0.5625,828
POST00004019,62.708333333333336,24.0,576,1024,0.5625,1505
POST00005024,101.76666666666667,30.0,576,1024,0.5625,3053
POST00004751,121.66666666666667,30.0,576,780,0.7384615384615385,3650
POST00005127,7.866666666666666,30.0,576,1024,0.5625,236
POST00004759,17.666666666666668,30.0,576,720,0.8,530
POST00005568,57.400000000000006,29.982578397212542,576,1026,0.5614035087719298,1721
POST00004310,59.833333333333336,30.0,480,848,0.5660377358490566,1795
POST00004809,47.06666666666667,30.0,576,1024,0.5625,1412
POST00004322,18.733333333333334,30.0,576,1024,0.5625,562
POST00004025,11.766666666666667,30.0,576,1024,0.5625,353
POST00005261,41.1,30.0,576,1024,0.5625,1233
POST00005483,15.2,30.0,576,1024,0.5625,456
POST00005870,17.4,30.0,576,1024,0.5625,522
POST00005925,17.266666666666666,30.0,576,1024,0.5625,518
POST00004280,17.5,29.65714285714286,576,1024,0.5625,519
POST00005345,155.1,30.0,576,1024,0.5625,4653
POST00005541,71.1,30.0,576,1024,0.5625,2133
POST00004494,40.7,30.0,576,1024,0.5625,1221
POST00004056,109.23333333333333,30.0,576,1024,0.5625,3277
POST00004968,161.03333333333333,30.0,576,1024,0.5625,4831
POST00005077,18.333333333333332,30.0,576,1024,0.5625,550
POST00005992,9.8,30.0,720,1280,0.5625,294
POST00005997,6.4,30.0,576,1024,0.5625,192
POST00004944,15.633333333333333,30.0,576,1024,0.5625,469
POST00005489,16.0,30.0,576,576,1.0,480
POST00005744,7.133333333333334,30.0,576,1024,0.5625,214
POST00005180,10.366666666666667,30.0,576,1024,0.5625,311
POST00004105,193.8,30.0,576,1024,0.5625,5814
POST00004621,14.783333333333333,60.0,576,1024,0.5625,887
POST00005619,7.533333333333333,30.0,576,1024,0.5625,226
POST00005732,92.66666666666667,29.9568345323741,576,1024,0.5625,2776
POST00004409,8.066666666666666,29.628099173553718,576,1024,0.5625,239
POST00004068,49.007340674007345,23.976,576,1024,0.5625,1175
POST00004469,57.9,30.0,576,1024,0.5625,1737
POST00004169,83.96666666666667,30.0,576,1024,0.5625,2519
POST00004251,97.06666666666666,29.94848901098901,576,1024,0.5625,2907
POST00005840,10.291666666666666,24.0,576,1024,0.5625,247
POST00005451,18.666666666666668,28.5,576,872,0.6605504587155964,532
POST00004318,14.933333333333334,29.799107142857142,576,1024,0.5625,445
POST00004076,9.633333333333333,30.0,576,720,0.8,289
POST00005267,7.633333333333334,30.0,576,1024,0.5625,229
POST00005831,86.76666666666667,30.0,576,1024,0.5625,2603
POST00005612,28.166666666666668,30.0,576,1024,0.5625,845
POST00004618,9.0,30.0,576,1024,0.5625,270
POST00004699,62.9,30.0,576,1024,0.5625,1887
POST00004260,20.32,25.0,576,1024,0.5625,508
POST00005902,466.56666666666666,30.0,576,1024,0.5625,13997
POST00004040,19.11911911911912,29.97,576,1024,0.5625,573
POST00005396,10.966666666666667,30.0,576,1024,0.5625,329
POST00004010,11.411411411411411,29.882368421052632,576,1024,0.5625,341
POST00005924,93.63333333333334,30.0,576,768,0.75,2809
POST00004845,77.46666666666667,30.0,576,1024,0.5625,2324
POST00005771,74.1,30.0,576,1024,0.5625,2223
POST00004496,8.333333333333334,30.0,576,1024,0.5625,250
POST00004690,20.1,30.0,576,1024,0.5625,603
POST00004244,197.3,30.0,576,1024,0.5625,5919
POST00004909,39.233333333333334,30.0,576,1024,0.5625,1177
POST00004861,9.4,30.0,576,1024,0.5625,282
POST00005130,17.1,30.0,576,1024,0.5625,513
POST00005080,32.1,30.0,576,1024,0.5625,963
POST00004352,10.9,30.0,576,1024,0.5625,327
POST00005826,20.041666666666668,24.0,576,1024,0.5625,481
POST00005608,26.15115115115115,23.976,576,1024,0.5625,627
POST00004651,49.06666666666667,30.0,576,1024,0.5625,1472
POST00005309,20.066666666666666,29.900332225913623,576,1024,0.5625,600
POST00004507,30.46666666666667,29.934354485776804,576,1024,0.5625,912
POST00005742,10.133333333333333,30.0,576,1024,0.5625,304
POST00004568,28.7,30.0,576,1024,0.5625,861
POST00004108,54.833333333333336,30.0,576,1024,0.5625,1645
POST00004443,27.733333333333334,30.0,576,1024,0.5625,832
POST00005154,10.41041041041041,29.97,576,1024,0.5625,312
POST00004775,7.633333333333334,30.0,576,1024,0.5625,229
POST00005724,9.866666666666667,30.0,576,1024,0.5625,296
POST00004602,17.233333333333334,30.0,576,1024,0.5625,517
POST00005824,51.5,30.0,576,1024,0.5625,1545
POST00005030,15.1,10.0,576,1024,0.5625,151
POST00005492,12.762762762762764,23.976,576,1024,0.5625,306
POST00005189,42.43333333333333,30.0,576,1024,0.5625,1273
POST00005079,10.07344383352731,24.917,576,1024,0.5625,251
POST00004807,9.566666666666666,29.686411149825783,576,1024,0.5625,284
POST00005337,9.866666666666667,30.0,576,1024,0.5625,296
POST00004364,59.89322655989323,23.976,576,1024,0.5625,1436
POST00005397,12.533333333333333,30.0,576,1024,0.5625,376
POST00004449,26.3,30.0,576,1024,0.5625,789
POST00004302,9.9,30.0,576,1024,0.5625,297
POST00004171,18.966666666666665,30.0,576,1024,0.5625,569
POST00004479,27.333333333333332,30.0,576,768,0.75,820
POST00005427,23.166666666666668,30.0,576,1024,0.5625,695
POST00005835,11.733333333333333,30.0,576,1024,0.5625,352
POST00005349,10.666666666666666,30.0,576,1024,0.5625,320
POST00005894,86.53333333333333,29.953775038520803,576,846,0.6808510638297872,2592
POST00004055,51.7,30.0,576,1024,0.5625,1551
POST00005811,61.4,30.0,576,1024,0.5625,1842
POST00004088,11.066666666666666,30.0,576,1024,0.5625,332
POST00004683,50.6,30.0,576,1024,0.5625,1518
POST00004810,5.566666666666666,30.0,576,1024,0.5625,167
POST00005170,11.533333333333333,30.0,576,1024,0.5625,346
POST00005121,71.73333333333333,30.0,576,1024,0.5625,2152
POST00004803,104.9,30.0,576,1024,0.5625,3147
POST00005420,23.933333333333334,30.0,576,1024,0.5625,718
POST00004911,140.23333333333332,30.0,576,1024,0.5625,4207
POST00005417,26.9,30.0,576,1024,0.5625,807
POST00005520,8.0,30.0,576,1024,0.5625,240
POST00004812,5.1,30.0,576,1024,0.5625,153
POST00005412,23.366666666666667,30.0,576,1024,0.5625,701
POST00005319,24.433333333333334,30.0,576,1024,0.5625,733
POST00004217,6.633333333333334,30.0,576,626,0.9201277955271565,199
POST00004121,73.6,29.98641304347826,576,1024,0.5625,2207
POST00005590,12.812812812812814,29.97,576,1024,0.5625,384
POST00005819,131.51020408163265,24.5,576,1024,0.5625,3222
POST00005654,8.375041708375042,29.97,576,1026,0.5614035087719298,251
POST00005414,37.93333333333333,30.0,576,1024,0.5625,1138
POST00004308,59.833333333333336,30.0,480,848,0.5660377358490566,1795
POST00004299,61.3,30.0,576,1024,0.5625,1839
POST00004868,14.333333333333334,30.0,576,1024,0.5625,430
POST00005390,57.3,30.0,576,1024,0.5625,1719
POST00004298,68.6,30.0,576,1024,0.5625,2058
POST00004816,52.13333333333333,29.98081841432225,576,1024,0.5625,1563
POST00005065,116.0,30.0,576,1024,0.5625,3480
POST00004228,19.533333333333335,30.0,576,1024,0.5625,586
POST00004284,20.8,30.0,576,1024,0.5625,624
POST00004279,16.066666666666666,30.0,576,1024,0.5625,482
POST00005943,13.033333333333333,30.0,576,1024,0.5625,391
POST00004093,27.7,30.0,576,1024,0.5625,831
POST00004736,123.36666666666666,30.0,720,1162,0.6196213425129088,3701
POST00004564,8.633333333333333,30.0,576,1024,0.5625,259
POST00004084,52.8,30.0,576,1024,0.5625,1584
POST00005011,9.633333333333333,30.0,576,1024,0.5625,289
POST00005679,47.71438104771438,29.97,576,1024,0.5625,1430
POST00004918,7.4,30.0,576,1024,0.5625,222
POST00005478,34.8,30.0,576,1024,0.5625,1044
POST00004333,35.2,30.0,576,1024,0.5625,1056
POST00005464,7.0,30.0,576,1024,0.5625,210
POST00005039,7.766666666666667,30.0,576,1024,0.5625,233
POST00004323,37.86666666666667,29.947183098591548,576,1024,0.5625,1134
POST00004760,127.36666666666666,30.0,576,1024,0.5625,3821
POST00004160,70.46666666666667,30.0,576,1024,0.5625,2114
POST00005272,32.06666666666667,30.0,576,1024,0.5625,962
POST00005696,16.633333333333333,29.939879759519037,576,1024,0.5625,498
POST00005183,26.833333333333332,30.0,576,1024,0.5625,805
POST00005933,60.43333333333333,30.0,576,1024,0.5625,1813
POST00004209,15.14848181514848,27.263458149779737,576,1024,0.5625,413
POST00004601,17.633333333333333,30.0,576,1024,0.5625,529
POST00004678,35.733333333333334,30.0,576,1024,0.5625,1072
POST00005259,17.066666666666666,30.0,576,1024,0.5625,512
POST00005969,108.56666666666666,30.0,576,1024,0.5625,3257
POST00004652,74.33333333333334,29.986547085201792,576,1024,0.5625,2229
POST00005123,11.766666666666667,30.0,576,1022,0.5636007827788649,353
POST00004745,41.733333333333334,30.0,576,1024,0.5625,1252
POST00004204,92.26666666666667,30.0,576,1024,0.5625,2768
POST00005226,133.8,30.0,576,1024,0.5625,4014
POST00005245,118.54166666666666,23.991564147627418,576,1024,0.5625,2844
POST00005642,7.066666666666666,30.0,576,1024,0.5625,212
POST00004012,214.06666666666666,30.0,576,1024,0.5625,6422
POST00005284,10.533333333333333,30.0,576,1024,0.5625,316
POST00005890,93.83333333333333,30.0,576,1024,0.5625,2815
POST00004459,200.76743410076745,29.97,576,1024,0.5625,6017
POST00004461,17.6,30.0,576,1024,0.5625,528
POST00004979,121.46666666666667,30.0,576,1024,0.5625,3644
POST00004231,51.96666666666667,24.5349583066068,576,1024,0.5625,1275
POST00004437,64.03333333333333,30.0,576,1024,0.5625,1921
POST00005199,62.5,30.0,576,1024,0.5625,1875
POST00005581,17.250583917250584,29.5642166344294,576,1024,0.5625,510
POST00004359,8.033333333333333,30.0,576,1024,0.5625,241
POST00005838,11.133333333333333,30.0,576,1024,0.5625,334
POST00004151,42.8853160410469,29.870363990646922,576,1024,0.5625,1281
POST00004565,309.8,30.0,576,1024,0.5625,9294
POST00005400,85.23333333333333,30.0,576,1024,0.5625,2557
POST00004666,115.76666666666667,30.0,576,1024,0.5625,3473
POST00004418,15.1,30.0,576,1024,0.5625,453
POST00005962,15.4,30.0,576,1024,0.5625,462
POST00004499,56.02268935602269,29.97,576,1024,0.5625,1679
POST00005425,12.633333333333333,30.0,576,1024,0.5625,379
POST00004306,22.066666666666666,30.0,576,1024,0.5625,662
POST00004467,89.96666666666667,30.0,576,1024,0.5625,2699
POST00004361,15.133333333333333,30.0,576,1024,0.5625,454
POST00005025,56.2,29.94661921708185,576,1024,0.5625,1683
POST00004497,13.366666666666667,30.0,576,1024,0.5625,401
POST00005410,7.9,30.0,576,1024,0.5625,237
POST00005274,11.966666666666667,30.0,576,1024,0.5625,359
POST00004195,55.7,30.0,576,1024,0.5625,1671
POST00005656,82.46666666666667,30.0,576,1024,0.5625,2474
POST00005144,23.033333333333335,30.0,576,1024,0.5625,691
POST00005083,107.43333333333334,30.0,576,1024,0.5625,3223
POST00005864,26.633333333333333,30.0,576,1024,0.5625,799
POST00004605,7.866666666666666,30.0,576,1024,0.5625,236
POST00004035,276.7,30.0,576,1024,0.5625,8301
POST00004181,82.0,30.0,576,1024,0.5625,2460
POST00005690,48.166666666666664,30.0,576,1024,0.5625,1445
POST00004033,12.133333333333333,30.0,576,1024,0.5625,364
POST00005598,54.287620954287625,29.97,576,1024,0.5625,1627
POST00004712,11.333333333333334,30.0,576,710,0.8112676056338028,340
POST00005084,6.6,30.0,576,1024,0.5625,198
POST00005036,13.8,30.0,576,1024,0.5625,414
POST00004551,42.233333333333334,30.0,576,1024,0.5625,1267
POST00005613,93.36666666666666,30.0,576,1024,0.5625,2801
POST00004619,70.33333333333333,30.0,576,1024,0.5625,2110
POST00004127,5.739072405739073,29.97,576,1024,0.5625,172
POST00004786,21.766666666666666,30.0,576,1024,0.5625,653
POST00004158,6.5,30.0,576,1024,0.5625,195
POST00004087,29.599999999999998,24.425675675675677,576,1024,0.5625,723
POST00004454,60.06666666666667,30.0,576,1024,0.5625,1802
POST00005095,186.03333333333333,30.0,576,1024,0.5625,5581
POST00005851,89.46666666666667,29.88822652757079,576,1024,0.5625,2674
POST00005191,17.366666666666667,30.0,576,1024,0.5625,521
POST00004978,14.633333333333333,30.0,576,1024,0.5625,439
POST00005151,59.3,30.0,576,1024,0.5625,1779
POST00005450,109.43333333333334,30.0,576,1024,0.5625,3283
POST00005408,63.5,29.95275590551181,576,1024,0.5625,1902
POST00005688,66.93333333333334,30.0,576,1024,0.5625,2008
POST00005620,72.73333333333333,30.0,576,1024,0.5625,2182
POST00005600,22.42242242242242,29.97,576,1024,0.5625,672
POST00005880,126.5,30.0,576,1024,0.5625,3795
POST00005300,60.46666666666667,59.98346196251378,576,576,1.0,3627
POST00005291,7.933333333333334,30.0,576,1246,0.4622792937399679,238
POST00004528,86.43333333333334,30.0,576,1024,0.5625,2593
POST00004218,26.599999999999998,30.639097744360903,576,1020,0.5647058823529412,815
POST00004582,8.6,30.0,576,1024,0.5625,258
POST00004667,53.72038705372039,23.976,576,1024,0.5625,1288
POST00004705,59.93333333333333,30.0,576,1024,0.5625,1798
POST00005295,41.583333333333336,59.879759519038075,576,1024,0.5625,2490
POST00005876,15.015015015015015,29.97,576,1024,0.5625,450
POST00005989,73.5,30.0,576,1024,0.5625,2205
POST00005034,15.2,10.0,576,1024,0.5625,152
POST00004317,18.666666666666668,30.0,576,1024,0.5625,560
POST00004432,28.833333333333332,30.0,576,1024,0.5625,865
POST00004420,56.4,30.0,576,1024,0.5625,1692
POST00004689,13.566666666666666,30.0,576,1024,0.5625,407
POST00004684,228.76666666666668,30.0,576,1024,0.5625,6863
POST00005944,33.233333333333334,30.0,576,1024,0.5625,997
POST00005473,13.6,30.0,576,1024,0.5625,408
POST00005715,17.2,30.0,576,1024,0.5625,516
POST00004799,19.26926926926927,23.976,576,1024,0.5625,462
POST00004271,15.766666666666667,30.0,576,1024,0.5625,473
POST00004114,22.5,30.0,576,1024,0.5625,675
POST00004267,16.533333333333335,30.0,576,1024,0.5625,496
POST00005402,5.433333333333334,30.0,576,1024,0.5625,163
POST00004625,8.9,30.0,576,1024,0.5625,267
POST00004305,12.366666666666667,30.0,576,1024,0.5625,371
POST00004598,17.066666666666666,29.94140625,576,1024,0.5625,511
POST00004081,17.066666666666666,30.0,576,1244,0.4630225080385852,512
POST00005456,20.066666666666666,30.0,576,1024,0.5625,602
POST00004529,35.068401735068406,29.97,576,1024,0.5625,1051
POST00005145,81.24,25.0,576,732,0.7868852459016393,2031
POST00004735,26.6,30.0,576,1024,0.5625,798
POST00004957,29.833333333333332,30.0,576,1024,0.5625,895
POST00005115,14.466666666666667,30.0,576,1026,0.5614035087719298,434
POST00004411,15.766666666666667,30.0,576,1024,0.5625,473
POST00005780,66.86666666666666,30.0,576,1024,0.5625,2006
POST00005330,104.56666666666666,29.980873445967486,576,1024,0.5625,3135
POST00005279,32.1,30.0,576,1024,0.5625,963
POST00004729,11.9,30.0,576,1024,0.5625,357
POST00005476,18.6,30.0,576,1024,0.5625,558
POST00005647,21.2,30.0,576,1024,0.5625,636
POST00004153,9.12524651535916,29.917,576,1024,0.5625,273
POST00005527,24.166666666666668,30.0,576,1024,0.5625,725
POST00004815,45.318942111085036,29.7668025147929,576,1024,0.5625,1349
POST00005125,26.433333333333334,30.0,576,1024,0.5625,793
POST00004938,47.666666666666664,30.0,576,1024,0.5625,1430
POST00004988,23.565231898565234,23.976,576,1024,0.5625,565
POST00005609,9.3,30.0,576,1024,0.5625,279
POST00005493,24.233333333333334,30.0,576,1024,0.5625,727
POST00004474,39.8,30.0,576,1024,0.5625,1194
POST00004509,14.8,30.0,576,1024,0.5625,444
POST00004519,25.6,30.0,576,1024,0.5625,768
POST00005866,54.333333333333336,30.0,576,1142,0.5043782837127846,1630
POST00005682,14.333333333333334,30.0,576,1024,0.5625,430
POST00004580,60.06666666666667,30.0,576,1024,0.5625,1802
POST00005210,26.533333333333335,30.0,576,1024,0.5625,796
POST00004367,22.333333333333332,30.0,576,1024,0.5625,670
POST00005241,24.866666666666667,30.0,576,1024,0.5625,746
POST00004205,32.63333333333333,30.0,576,1024,0.5625,979
POST00005784,9.933333333333334,28.389261744966444,576,1024,0.5625,282
POST00005435,115.03333333333333,29.982613735149233,576,1024,0.5625,3449
POST00005805,5.9,30.0,576,1024,0.5625,177
POST00004391,7.5,30.0,576,1024,0.5625,225
POST00005953,63.0,29.952380952380953,576,1024,0.5625,1887
POST00004331,14.233333333333333,30.0,576,1024,0.5625,427
POST00004207,15.115115115115115,29.506887417218543,576,1024,0.5625,446
POST00005475,23.033333333333335,30.0,576,1024,0.5625,691
POST00005733,275.7,30.0,576,1024,0.5625,8271
POST00005364,10.7,30.0,576,1024,0.5625,321
POST00005214,7.266666666666667,30.0,576,1024,0.5625,218
POST00005437,28.92892892892893,29.97,576,1024,0.5625,867
POST00005768,46.3728813559322,29.5,576,1024,0.5625,1368
POST00005921,66.63333333333334,30.0,576,1024,0.5625,1999
POST00004588,22.3,30.0,576,1024,0.5625,669
POST00004313,67.4,30.0,576,1024,0.5625,2022
POST00005897,6.5,30.0,576,1024,0.5625,195
POST00005009,148.36666666666667,29.98651988317232,576,1024,0.5625,4449
POST00004827,7.7,30.0,540,960,0.5625,231
POST00004824,7.9,30.0,576,1024,0.5625,237
POST00004590,29.466666666666665,30.0,576,1024,0.5625,884
POST00005668,36.1,30.0,576,1024,0.5625,1083
POST00005179,85.1,30.0,576,1022,0.5636007827788649,2553
POST00005738,11.366666666666667,30.0,576,1024,0.5625,341
POST00004647,26.266666666666666,30.0,576,1024,0.5625,788
POST00004942,29.366666666666667,29.96594778660613,576,1024,0.5625,880
POST00005428,76.56666666666666,30.0,576,1024,0.5625,2297
POST00004814,10.0,30.0,576,1024,0.5625,300
POST00004386,17.133333333333333,30.0,576,1024,0.5625,514
POST00004074,59.43333333333333,29.966348850252384,576,1024,0.5625,1781
POST00005569,16.533333333333335,30.0,576,1024,0.5625,496
POST00004696,28.2,30.0,576,1024,0.5625,846
POST00004967,7.266666666666667,30.0,576,1024,0.5625,218
POST00005294,61.333333333333336,30.0,576,1024,0.5625,1840
POST00005190,53.833333333333336,30.0,576,1024,0.5625,1615
POST00004855,13.9,30.0,576,1024,0.5625,417
POST00004416,5.2,30.0,576,1024,0.5625,156
POST00005633,11.266666666666667,30.0,576,1024,0.5625,338
POST00005269,36.5,30.0,576,1024,0.5625,1095
POST00005622,8.1,30.0,576,1024,0.5625,243
POST00004424,7.966666666666667,30.0,576,1024,0.5625,239
POST00004840,62.06666666666667,30.0,576,1024,0.5625,1862
POST00005769,294.26666666666665,30.0,576,1024,0.5625,8828
POST00005854,49.233333333333334,30.0,576,1024,0.5625,1477
POST00004132,3.933333333333333,30.0,576,1024,0.5625,118
POST00004312,51.86666666666667,30.0,576,1024,0.5625,1556
POST00004731,67.8,30.0,576,1024,0.5625,2034
POST00005594,32.833333333333336,60.0,576,1024,0.5625,1970
POST00004159,15.033333333333333,30.0,576,1024,0.5625,451
POST00004410,22.266666666666666,30.0,576,1024,0.5625,668
POST00005061,8.5,30.0,576,1024,0.5625,255
POST00005546,78.16666666666667,29.897654584221748,576,1024,0.5625,2337
POST00005673,47.36666666666667,30.0,644,576,1.1180555555555556,1421
POST00005048,29.166666666666668,30.0,576,1024,0.5625,875
POST00004094,258.0,30.0,576,720,0.8,7740
POST00005244,83.03333333333333,30.0,576,1024,0.5625,2491
POST00005169,60.733333333333334,30.0,576,1024,0.5625,1822
POST00005705,34.53333333333333,30.0,576,1024,0.5625,1036
POST00004046,8.066666666666666,30.0,576,1024,0.5625,242
POST00004484,21.066666666666666,30.0,576,1024,0.5625,632
POST00004283,36.88688688688689,59.94,576,1014,0.5680473372781065,2211
POST00004511,7.066666666666666,30.0,576,1024,0.5625,212
POST00005290,34.96666666666667,30.0,576,1024,0.5625,1049
POST00004933,17.5,30.0,576,1024,0.5625,525
POST00004934,7.733333333333333,30.0,576,1024,0.5625,232
POST00005327,16.933333333333334,30.0,576,1024,0.5625,508
POST00005513,39.622956289622955,23.976,576,1024,0.5625,950
POST00005730,42.1,30.0,576,1024,0.5625,1263
POST00004711,79.86666666666666,30.0,576,1024,0.5625,2396
POST00004307,59.833333333333336,30.0,480,848,0.5660377358490566,1795
POST00004406,120.26666666666667,30.0,576,1024,0.5625,3608
POST00004429,66.2,30.0,576,1024,0.5625,1986
